# GuessTheSongYear — Music Video Database
# Format: videoId,year,title
# Lines starting with # are ignored. Blank lines are ignored.
# One videoId per line.
# -- Fallback videos from original codebase --
# -- Additional popular music videos (years 1960-2024) --
# Pop classics
# Rock / Alternative
# Hip-Hop / R&B
# Dance / Electronic
# -- Classical / Pop from earlier decades --
# 1960s
# 1970s
# Auto-updated: 619 entries (548 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 782 entries (163 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1010 entries (228 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1300 entries (290 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py
# Auto-updated: 1460 entries (160 new)
# Format: videoId,year,title
# Generated by scripts/refresh_videos.py

AkYnjR62I38,1987,She Wrote This HAUNTING 1987 Song About a Boy…30 Yrs After it Was a Hit-The Secret Finally Came Out!
nt3EkQ8vLXA,1987,Original Fireman Sam Theme Song 1987 (Alternative footage)
W4XiSFyYRE8,1987,Def Leppard - Love Bites
mwG6g5boyF4,1988,Rod Stewart - Forever Young (Official Video)
5HI_xFQWiYU,1988,When In Rome - The Promise (Official Music Video)
k9OSLXT6emU,1988,The 1988 National Aerobic Championship song - The Champions
kBHw0tNK3eI,1989,Youre an OG If You Remember These 12 Hip-Hop Songs From 1989
w_eawOlefQQ,1989,Let The River Run Wins Original Song: 1989 Oscars
8-BH3c8n1uU,1989,1989 (feat. Fly By Midnight)
H4MOWXemFi0,1990,top songs of 1990
oYBSoF2_M2w,1990,(OLD VERSION) Top 200 Most Streamed 1990s Songs (Spotify) 1990 - 1999
RIGOq8MEyH0,1990,top 100 songs from the 1990s (old version)
EtunN6ZdcfU,1990,top 100 songs of the 1990s
_kctwd4w7R0,1991,Good Vibrations (Official Music Video)
MUuNDb-nm5M,1991,Michael Bolton - When a Man Loves a Woman (Official Video)
Jl8iYAo90pE,1991,Enya - Caribbean Blue (Official 4K Music Video)
xp5j2IHyTgs,1992,Kumar Sanu Hit Songs | 90s Superhit Hindi Romantic Songs | Sadabahar Song | Bollywood Songs Jukebox
gY1WyUIabCc,1993,Tears For Fears - Goodnight Song
f963bYBS8L4,1993,Katy Song
nSjaEdLsols,1993,Untitled Song
cJom4uqpg2Q,1993,Ray Charles - A Song For You (Official Lyric Video)
LHQqqM5sr7g,1993,Weezer - Undone - The Sweater Song (Official Music Video)
ap7HzFlOXq4,1993,Darius Rucker - Come Back Song (Official Music Video)
zbvfAkJWntc,1993,ROOP TERA MASTANA official full song video from album ROOP INKA MASTANA
R5eEQJZm7ZM,1993,Elton John - The Last Song
n_oP9Onj0r0,1993,Jaadu Teri Nazar Song | Darr | Shah Rukh Khan, Juhi Chawla | Udit Narayan | Shiv-Hari | Anand Bakshi
1MLRCczBKn8,1993,Top songs 90s Part 1 (Best music hits HD)
tfSqvusJiFI,1993,Likha Hai Yeh | Full Song | Darr | Sunny Deol, Juhi Chawla | A Hariharan, Lata Mangeshkar, Shiv-Hari
srj9ykjav34,1994,Big Mountain - Baby I Love Your Way 1994 (Official Music Video) Remastered
Kwdweif1YI0,1994,Seal - Kiss From A Rose [Seal Version] (Official Video) [HD]
QNJL6nfu__Q,1995,Michael Jackson - They Dont Care About Us
8N2k-gv6xNE,1995,Shania Twain - Any Man Of Mine (Official Music Video)
-nlDy6h-v9c,1995,Bon Jovi - This Aint A Love Song (Official Music Video)
bmbagLLqeqo,1997,Bee Gees - Three Song Medley (Live-HQ)
wbre5Fs9m8I,1997,Sinead OConnor - This is a Rebel Song
low6Coqrw9Y,1997,The Logical Song
TyJRsp5t9mA,1997,John Denver - Annies Song (from The Wildlife Concert)
vdTnuc3ktzo,1997,A Song For Mama
AByGsn900qk,1997,Once Upon A December Song Scene - ANASTASIA (1997) Movie Clip
tMWHrlneZHM,1997,You Must Love Me winning Best Original Song Oscar®
Bz4l9_bzfZM,1997,Song 2
CduA0TULnow,1998,Britney Spears - Oops!...I Did It Again (Official HD Video)
sQgd6MccwZc,1998,Destinys Child - Say My Name (Official Video)
9Ww-TQUeA3E,1998,DMX - Slippin
mNEUkkoUoIA,1999,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video]
3umaLe37-LE,1999,Toby Keith - How Do You Like Me Now?!
6thmPrTxBtI,2000,*NSYNC - This I Promise You (Official Video)
Nop8WphBjqg,2002,JoJo - Too Little Too Late (Original Video)
SmCL8hiNJAM,2002,Guess the Song: 2002 Hits Edition 🎵 Spotify, YouTube, Billboard
RB-RcX5DS5A,2002,Coldplay - The Scientist (Official 4K Video)
UDApZhXTpH8,2003,50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit
yURRmWtbTbo,2003,Michael Jackson - Dont Stop Til You Get Enough (Official Video - Upscaled)
wyDxhPTLnI4,2005,Recap of all the songs from the 2005 Eurovision Song Contest Final
MOt3U6VVzpI,2005,Jamie Foxx - DJ Play A Love Song (Official Video) ft. Twista
X86S5oZzzh4,2005,Enrique Iglesias - Tired Of Being Sorry (MUSIC VIDEO)
EGMOD3rVsK8,2005,Juelz Santana - There It Go (The Whistle Song)
UuLNftlHk8k,2005,Dil Di Nazar (Full Song) Film - Maine Pyaar Kyun Kiya
FUHB9uO6mgs,2005,Sun Zara (Full Song) | Lucky | Salman Khan, Sneha Ullal | Sonu Nigam | Adnan Sami
4dsFQFCvVGU,2005,Kajra Re | Full Song | Bunty Aur Babli | Aishwarya, Abhishek, Amitabh Bachchan | Shankar-Ehsaan-Loy
-m9IGI5EgyM,2005,Aahista Aahista Song | Bachna Ae Haseeno | Ranbir Kapoor, Minissha Lamba | Lucky Ali, Shreya Ghoshal
kp2eEv_zI_k,2006,BEST SONGS OF 2006
iwHRXqKbqSo,2006,TOP 100 SONGS OF 2006 | MUSIC OF 2006
Z0s5bK3od4E,2006,top 50 most streamed songs from 2006
5377ws9_CVQ,2006,Top 10 songs of 2006
yn_6LC4loY8,2006,Chris Brown - Yo (Excuse Me Miss) (Official HD Video)
w6QGe-pXgdI,2006,Chris Brown - Run It! (Official HD Video) ft. Juelz Santana
mdZqKA-cYpY,2006,songs that bring you back to summer 2007 ~ throwback playlist
ct4wexmRGy4,2006,hit songs of 2006 + spotify playlist
NJWIbIe0N90,2006,P!nk - Who Knew (Official Video)
JWA5hJl4Dv0,2007,Akon - Dont Matter (Official Music Video)
vIaH35-MLsk,2008,Akon - Right Now (Na Na Na) (Official Video)
wnJ6LuUFpMo,2008,J Balvin, Willy William - Mi Gente (Official Video)
kn6-c223DUU,2010,B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video]
Qv58hUAMggs,2010,2010s Summer Mix ~Nostalgia Playlist
xIOtKihKqH4,2010,2010-2012 throwback mix ~nostalgia playlist
bx5BUbiIXFw,2011,Baby Vuvu aka Cutest Baby Song in the world - Everybody Dance Now (Official Music Video)
yDv0WSgXJVg,2012,Senorita Zindagi Na Milegi Dobara Full HD Video Song | Farhan Akhtar, Hrithik Roshan, Abhay Deol
dPRSH6H7eGE,2012,ZERO HOUR MASHUP 2012 FULL VIDEO SONG || Best Of Bollywood
SNRtmwWsgHA,2012,Best Mashups Of Popular Songs | Best Club Music Mix 2021 #12 🎉
A5pSnIwbpaM,2012,Saiyaara Full Song | Ek Tha Tiger | Salman Khan, Katrina Kaif | Mohit Chauhan, Tarannum, Sohail Sen
3PqxT1VqyNc,2012,Laapata - Full Song | Ek Tha Tiger | Salman Khan | Katrina Kaif | KK | Palak Muchhal
ATo6V6Xm_eY,2013,Childhood songs ~ Playlist of songs thatll make you dance
CfihYWRWRTQ,2013,John Newman - Love Me Again
FxAG_11PzCk,2014,Full Video: Galliyan Song | Ek Villain | Ankit Tiwari | Sidharth Malhotra | Shraddha Kapoor
oMJO_2IFjTI,2014,Lizi Japaridze -(Lizi Pop) - Happy Day (Georgia) 2014 Junior Eurovision Song Contest
giAk9fuMn4c,2014,Sniper | Muzical Doctorz Sukhe Feat Raftaar | Latest Punjabi Song 2014 | Speed Records
7d6o8yiZetE,2015,Top 100 Songs From 2010 To 2020
q0A68zkIS1o,2015,BEST POP SONGS OF 2015 MASHUP (Hello, Cant Feel My Face, Sorry)(Cover by Rajiv Dhall)
ODaWO5eYQgI,2016,Dasi Na Mere Bare (Full Video) | Goldy | Latest Punjabi Song 2016 | Speed Records
9ORWF5RkdO0,2016,JP Cooper - September Song
q09QvdvB1Iw,2016,Geeta Zaildar: Chattri Full Song | Latest Punjabi Songs 2016 | Aman Hayer | T-Series Apna Punjab
TMRMbYuGXXo,2016,Nose Pin | Jass Bajwa | Latest Punjabi Songs 2016 | Next Level Music Ltd
akWtEplxIWQ,2016,Chete Karda (Full Song) | Resham Singh Anmol | Desi Crew | Latest Punjabi Song 2016 | Speed Records
g-vky72K0UI,2016,Pakke Amreeka Wale ( Full Video) | Prabh Gill | Latest Punjabi Song 2016 | Speed Records
YCU9PQDHf4o,2016,Kaa Bole Banere Te (Full Song) | A Kay | Latest Punjabi Song 2016 | Speed Records
XyCOJa5dcBE,2016,Kaali Camaro (Full Video) | Amrit Maan | Latest Punjabi Song 2016 | Speed Records
HoCwa6gnmM0,2016,Nashe Si Chadh Gayi | Full Song | Befikre, Ranveer Singh, Vaani Kapoor, Arijit Singh, Vishal-Shekhar
GOUU0_d0GLo,2016,SANAM HO JA Video Song | Arjun | Latest Hindi Song 2016 | T-Series
SxTYjptEzZs,2017,Atif Aslam: Pehli Dafa Song (Video) | Ileana D’Cruz | Latest Hindi Song 2017 | T-Series
t9j0WdCcItI,2017,Jind Mahi (Full Song) Kulbir Jhinjer | Deep Jandu | Punjabi Songs 2017 | Vehli Janta Records
NAer2qaDQ50,2017,RAJ RANJODH: GEDIYAN Full Video | DR. ZEUS | LATEST PUNJABI SONG 2017
F_P6RWauusE,2018,Top 20 Songs of 2018 (Over Four Chords)
XVnsgxuEZaA,2018,Top Cello Covers of Popular Songs 2018 - Best Instrumental Cello Covers All Time
EbhlVCWUGmk,2018,BEST POP SONGS OF 2018 MASHUP (THANK U NEXT, GIRLS LIKE YOU, THE MIDDLE + MORE) Rajiv Dhall cover
moUOvHftKXQ,2018,The Top Ten Best Hit Songs of 2018 (Pt. 1)
LjxulQ1bEWg,2018,Tyga - Taste (Official Video) ft. Offset
xpVfcZ0ZcFM,2018,Drake - Gods Plan
ZAfAud_M_mg,2018,Halsey - Without Me
pRpeEdMmmQ0,2018,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song)
n08tThZS8NM,2018,Top Songs of 2018 - A Cappella Medley/Mashup (Recap of the Best Music Hits of the Year)
m7Bc3pLyij0,2018,Marshmello ft. Bastille - Happier (Official Music Video)
PT2_F-1esPk,2018,The Chainsmokers - Closer (Lyric) ft. Halsey
peogU7lDesw,2018,The Top Ten Worst Hit Songs of 2018 (Pt. 1)
jVX6NCZ9GYA,2018,Top 200 Best Songs From 2010 To 2020
GX8Hg6kWQYI,2018,XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO)
Pm77L5Loazc,2019,Undipova Full Video Song | Savaari Movie | Nandu, Priyanka Sharma | Shekar Chandra
Nqil-nNoHJE,2019,Landcruiser : Veet Baljit & Gurlez Akhtar (Full Song) MixSingh | Satti Dhillon | GK | Geet MP3
3AyMjyHu1bA,2020,Justin Bieber - Intentions (Official Video (Short Version)) ft. Quavo
wXhTHyIgQ_U,2020,Post Malone - Circles
TUVcZfQe-Kw,2020,Dua Lipa - Levitating Featuring DaBaby (Official Music Video)
4NRXx6U8ABQ,2020,The Weeknd - Blinding Lights (Official Video)
bnefOiQ3UQE,2020,2020 Music Quiz | Can You Guess the 25 Top Songs of 2020?
sNYhOyGVbu4,2020,TikTok Songs 2020 (TikTok Hits) / Canciones de TikTok 2020 (Música de TikTok  | Dj Ricardo Muñoz
UNZqm3dxd2w,2020,Roddy Ricch - The Box [Official Music Video]
BC19kwABFwc,2020,Dua Lipa - Love Again (Official Music Video)
tcYodQoapMg,2020,Ariana Grande - positions (official video)
mX2L_lVSkOY,2020,Instrumental Pop Songs 2020 | Study Music (2 Hours)
kTJczUoc26U,2020,The Kid LAROI, Justin Bieber - STAY (Official Video)
JdPknEvzpik,2021,🤍Best Trending Music Spotify 2026🎧|| Latest Healing English Songs -- Slow Acoustic Hits Music 2026
NDp3e0pcUrs,2021,Feelinga | Garry Sandhu | Adhi Tape | Video Song 2021 | Fresh Media Records
wyQg8bBIwLE,2021,Talja (Official Video) Jassa Dhillon | Deepak Dhillon | Gur Sidhu | Punjabi Song | Above All Album
II_5jBaYmGQ,2021,NDP 2021 Theme Song - The Road Ahead [Official Music Video]
Le8SK5THG3M,2021,Top 20 Trending Bollywood Songs ❤️ Best Romantic Songs | New Hindi Love Song | New Songs 2026
RBtlPT23PTM,2021,Beach House - Space Song
99cWBU2JAME,2022,Top 10 Best Songs of 2022
IlLmI5j7el0,2022,Car Music Mix 2022 🔥 Best Remixes of Popular Songs 2022 & EDM, Bass Boosted
WcIcVapfqXw,2022,Rema, Selena Gomez - Calm Down (Official Music Video)
IwzkfMmNMpM,2022,정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi - Dreamers | FIFA World Cup 2022 Soundtrack
7aekxC_monc,2023,Post Malone - I Like You (A Happier Song) w. Doja Cat [Official Music Video]
-6dleqTJs0o,2023,Minna Minna | Garry Sandhu ft Manpreet Toor ( Punjabi Song 2023 ) Fresh Media Records
gujNBkxfDyU,2023,Party Summer Music Mix 2026 | DJ Club Dance Music 2026 | Best Remixes of Popular Songs 2026 MEGAMIX
UqyT8IEBkvY,2024,Bruno Mars - 24K Magic (Official Music Video)
6HakX_HtPs8,2025,BIGGEST SONGS OF 2025! (Best Songs of the Year)
41A5knAYlaE,2025,The Top Ten Worst Hit Songs of 2025
dnpRUk2be84,2025,Summer Mix 2025 🍓 Best Popular Songs 2025 🍓Faded, Supergirl, A Sky Full Of Star, Perfect Cover
AnFj9deWYPo,2025,VIRAL PHONK/FUNK SONGS 2025 🎵 PLAYLIST
dDL3Ljvs1F4,2025,Ed Sheeran, Rihanna, Selena Gomez, Bruno Mars, Maroon 5, Zayn, Adele, Dua Lipa 💎 Billboard Hot 100
6CVjdRGG92Q,2025,🎵 Best Songs 2025 Playlist 🎧 Melodyspot | Top US UK Hits & Trending Music VOL.2
nzeYFnXyQIc,1980,80s Music Hits 📀 Olivia Newton John, Cyndi Lauper, Prince, Lionel Richie, Madonna, Janet Jacks
4Rr4Cv2TsU8,1980,80s Rock Songs Everyone Knows - Best of 80s Rock Music Playlist - Hits 1980 Rock Mix
-LkzOLs2iFQ,1980,80s Music Hits ♪ Best Oldies Songs Of 1980s ♪ Oldies But Goodies Greatest Hits 80s
R-zFMSE6kxA,1980,80s Music Hits 📀 Olivia Newton John, Cyndi Lauper, Prince, Lionel Richie, Madonna, Janet Jacks
-6tUCjJ7GXQ,1980,80s Greatest Hits - Old School Music Hits - Madonna, Bee Gees, Abba, The Carpenters, The Cascades
H84-U6IQJS8,1980,Best of 80s Music Legends - Tears For Fears, Madonna, Cyndi Lauper, Modern Talking, Michael Jackson
BPkN5Do4mkQ,1981,General Hospital - Rap Song April 1980 - May 1981
wHo43B6nu60,1981,The J. Geils Band - Freeze Frame
G3LvhdFEOqs,1981,OZZY OSBOURNE - Mr. Crowley 1981 (Live Video)
FG1NrQYXjLU,1981,Billy Idol - Dancing With Myself
JsntlJZ9h1U,1981,Daryl Hall & John Oates - Private Eyes (Official HD Video)
oRdxUFDoQe0,1982,Michael Jackson - Beat It (Official 4K Video)
XJyKTNdPL5s,1982,INXS - The One Thing (Official Music Video)
4V90AmXnguw,1982,Michael Jackson - Thriller (Official Video - Shortened Version)
Mt9FG9YjBMM,1982,A Flock Of Seagulls - Space Age Love Song
Zi_XLOBDo_Y,1982,Michael Jackson - Billie Jean (Official Video)
lcOxhH8N3Bo,1983,Bonnie Tyler - Total Eclipse of the Heart (Turn Around) (Official Video)
wsEwK69LXjQ,1983,John Mellencamp - Authority Song (Official Music Video)
PIb6AZdTr-A,1983,Cyndi Lauper - Girls Just Want To Have Fun (Official Video)
VdQY7BusJNU,1983,Cyndi Lauper - Time After Time (Official HD Video)
4oRGxL42cI8,1984,U2 - Bad (Live From The National Exhibition Centre, Birmingham, UK / 1984)
epuUcQwreMQ,1984,The Hiking Song - Oceania Patriotic Song [1984]
1rYQqWjq6Wg,1984,#1 Hit Song
cc8s04lcsl4,1984,1984 Oceania Patriotic Song: The Hiking Song (Fictional Anthem)
fzw5N7uiKHU,1984,இசைஞானியின் 1984 Hits (Volume 2) | Maestro Ilaiyaraaja | Evergreen Song in Tamil | 80s Songs
uNpyia78Wlg,1984,Culture Club (Boy George) - The war Song 1984
izGwDsrQ1eQ,1985,George Michael - Careless Whisper (Official Video)
NRtvqT_wMeY,1985,Soul Asylum - Runaway Train (Official HD Video)
hz_m4qgYtWY,1985,The Color Purple (1985) | Sister Song | Warner Bros. Entertainment
o4uJ2827Usk,1986,Top Hip-Hop songs of 1986
WbGpJvl-nzk,1986,top songs of 1986
T5OolZ-EDuM,1986,Top Pop Songs USA 1986
dgBFtAP9ank,1986,15 TIMELESS SONGS from 1986 That Are STILL HITS!
uIwgRZLVhzs,1986,150 Hit Songs of 1986 (Re-Upload)
K_iPXPw6a4I,1986,Year: 1986. Music Quiz / Blind Test. 50 Songs To Guess (Re-Upload)
siwpn14IE7E,1986,Kenny Loggins - Danger Zone (Official Video - Top Gun)
G333Is7VPOg,1986,Madonna - Papa Dont Preach (Official Video) [HD]
9jK-NcRmVcw,1986,Europe - The Final Countdown (Official Video)
bG5N3GC-m20,1987,George Michael - One More Try
LTrk4X9ACtw,1987,Enya - Orinoco Flow (Official 4K Music Video)
HzZ_urpj4As,1987,Michael Jackson - The Way You Make Me Feel (Official Video)
AQXVHITd1N4,1988,Beetlejuice - Day-o (Banana Boat Song)
mh8MIp2FOhc,1988,Bon Jovi - Ill Be There For You
CwvhSnkPqK8,1988,Toto - Straight For The Heart
Jb2stN7kH28,1988,Taylor Swift - Our Song
ROGEHq1WZqU,1988,Fleetwood Mac - As Long As You Follow (Official Music Video) [HD]
eFTLKWw542g,1989,Billy Joel - We Didnt Start The Fire (Official HD Video)
yfH3yf-vf3A,1989,1989 McDonalds Menu Song Commercial
yi7xviABZD8,1989,BACK TO NEW YORK 1989 // Vaporwave VHS Nostalgia Mix
79fzeNUqQbQ,1989,Madonna - Like A Prayer (Official Video)
Qt2mbGP6vFI,1989,Phil Collins - Another Day In Paradise (Official Music Video)
97ZX6hlv4Gk,1989,Every 1980s UK Chart Number 1 Song! (1980-1989)
V_XQNjC-ryk,1989,McDonalds Menu Song (1989)
GC5E8ie2pdM,1989,Tina Turner - The Best (Official Music Video)
eMGsvk_I5sE,1990,200 Songs 90s Teens in North America Grew Up With
Jvk0BXpUVTs,1990,❤️90s Love Songs | Bollywood Evergreen 90s Love Songs |❤️90s Hits Hindi Songs | Audio Jukebox
D8_R3grpQLw,1990,Remixes Of The 90s Pop Hits - DJ Mix With 20 Songs
wxrAJuwGB08,1990,Classic 90s Hip-Hop Mix: 20 Iconic 90s Hip-Hop/Rap Songs - Old School Hip-Hop | Urban Legends
SI3cjQISDqs,1990,90s Hits Hindi Songs | Pehla Nasha | Banthan Ke | Jaadu Teri Nazar | Ek Ladki Ko Dekha | Tu Mile
NzD6ORX2oU4,1991,Paula Abdul - The Promise Of A New Day
oGpFcHTxjZs,1991,Tina Turner - Whats Love Got To Do With It (Official Video) [HD]
qgaRVvAKoqQ,1991,Pearl Jam - Black (Official Audio)
F2AitTPI5U0,1991,Michael Jackson - Black Or White (Official Video - Shortened Version)
CprfjfN5PRs,1991,OZZY OSBOURNE - No More Tears (Official Video)
EeyhKWjQaKk,1991,Crash Test Dummies - Supermans Song (Official Video)
4_fvXrgAm1A,1991,Guns N Roses - November Rain (2022 Version)
ggdZf5H_BJY,1992,Guess the Song: 1992 Hits Edition 🎵 Spotify, YouTube, Billboard📈🎧🤓
WJNGvaeS9n0,1992,Mary J. Blige - Reminisce (Official Music Video)
fyEqzK4kC84,1992,TOYS (1992) • The Mirror Song (TOYS OST 30th Anniversary)
6H9XkqlBQ0c,1992,The Cranberries - Dreams (Dir: Nico Soultanakis)
7NJ_nzOckOQ,1992,Joe Satriani - Summer Song (Official HD Video)
8Z5z29fjmEk,1993,AI GENERATED / Michael Jacksons Unpublished Song About Palestine - 1993
BPJIQhjzR7g,1993,Paul McCartney - Hope Of Deliverance
SnYKeq_GJ9k,1993,The Best of Disney Music | A Legacy in Song 1993 | Angela Lansbury | Disneyland | Walt Disney World
n6P0SitRwy8,1993,Nirvana - Heart-Shaped Box
aGSKrC7dGcY,1993,Depeche Mode - Enjoy the Silence (Official Video)
0P4A1K4lXDo,1993,Michael Jackson, Janet Jackson - Scream (Official Video)
JFDo2jEuAvc,1994,My top 250 of 1994 songs
lU_1_2RIkMc,1994,１９９４　ＦＥＥＬＩＮＧ // Synthwave, Dreamwave, Vaporwave, Chillsynth
dnEnsUf_k78,1995,Billboard Top 40 Hits - June 3, 1995
CWYmqJ7iWT0,1995,Billboard Top 40 Hits - May 20, 1995
xeJEllZpyN4,1995,1995 Top 20 Billboard Songs❤️🔥 #90s #music
vU05Eksc_iM,1995,Oasis - Wonderwall (Official HD Remastered Video)
94WCZVZUHfs,1995,Billboard Top 40 Hits - May 27, 1995
NjNn4bbbgSw,1995,Seven Mary Three - Cumbersome (Official Video)
ogoIxkPjRts,1995,Air Supply - Making Love Out Of Nothing At All (Official HD Video)
IXl0nMLIUsU,1996,Killing Me Softly with His Song
41qC3w3UUkU,1996,2Pac - Hit Em Up (Dirty) (Music Video) HD
6J538b-OLRU,1996,Whitney Houston - Its Not Right But Its Okay (Official HD Video)
3SoYkCAzMBk,1996,Tevin Campbell - Can We Talk (Official Video)
j8fHNdrZTSI,1996,Céline Dion - Its All Coming Back to Me Now (Official Extended Remastered HD Video)
OWKi_7WpdJA,1996,The UNFORGETTABLE Song That Turned 30 l HITS from 1996
8KuUdFOc9lU,1997,97 Hits of 1997
KNZH-emehxA,1997,Shania Twain - You’re Still The One (Official Music Video)
6M6samPEMpM,1997,Backstreet Boys - Everybody (Backstreets Back) (Official HD Video)
C3lWwBslWqg,1997,Sting - Desert Rose
Cytj0nrLaCs,1997,Shania Twain - You’ve Got A Way (Official Music Video)
ZVgHPSyEIqk,1997,Let Down (Remastered)
gUPrnu3BEU8,1997,Ashanti - Foolish
K5DALXwOe0s,1998,Modern Talking - Brother Louie 98 (Official Video - New Version)
OOgpT5rEKIU,1998,Alanis Morissette - Thank U (Official Video)
sdD3hidVIbk,1998,The godzilla 1998 song come with me
tuGwJVr2Wi4,1998,Jerry Cantrell - My Song
jzVrWLNlKAE,1998,Carnival De Paris   Official Song of 1998 Fifa World Cup   Dario G
rp4UwPZfRis,1998,Rihanna - Unfaithful (Official Music Video)
zNK_r2QAXAo,1999,Silverchair - Anas Song (Open Fire) (Official Video)
SQw9iethbeA,1999,Chaaha Hai Tujhko | Aamir | Manisha | Udit Narayan | Anuradha Paudwal | Mann (1999) | Romantic Song
-nc2C9PQJ2A,1999,Savage Garden - The Animal Song (Official Video)
Ggn7XYfKWDo,1999,Cher - All Or Nothing (Top Of The Pops, 06/18/1999)
-4svi1QBfjk,1999,Tera Yaar Bolda | Punjabi Audio Song | Surjit Bindrakhia | Phulkari | T-Series Apna Puinjab
jqA-sQVsB3U,1999,Bahut Khoobsurat Ho [Full Song] | Khoobsurat | Sanjay Dutt | Urmila
LK3C9IytrLI,1999,Barney - I Love You (SONG with LYRICS)
7dO_MS9tZ5E,1999,Dekha Ek Khwab Song | Silsila | Amitabh Bachchan, Rekha | Kishore Kumar, Lata Mangeshkar, Shiv-Hari
eM8Mjuq4MwQ,1999,Aankhein Khuli Song | Mohabbatein | Shah Rukh Khan, Aishwarya Rai | Lata Mangeshkar, Udit Narayan
FlvUFD24mT8,1999,Mukhda Dekh Ke [Full Song] Mukhda Dekh Ke
0C4kZlNrhbI,2000,Radio 2000s Hits [ 24/7 Live ] Early 2000s Pop Hits | 2000s Playlist ● Best of 2000s Songs
vx2u5uUu3DE,2000,Bon Jovi - Its My Life (Official Music Video)
eM213aMKTHg,2000,Lady Antebellum - Need You Now
xN4ZYA4sz9A,2000,top 50 most streamed songs from 2000
QwxYiVXYyVs,2001,2001: A Space Odyssey Theme song
koJlIGDImiU,2001,Enrique Iglesias - Hero
f9X1C7pTu-M,2001,BEACH HOUSE // Space Song
0J2QdDbelmY,2002,The White Stripes - Seven Nation Army (Official Music Video)
Y6Lsr_z4hN0,2002,The Ketchup Song (Aserejé)
7QU1nvuxaMA,2002,Audioslave - Like a Stone (Official Video)
WDaNJW_jEBo,2002,Busta Rhymes, Mariah Carey - I Know What You Want (Official HD Video) ft. Flipmode Squad
tD5oQQ-CQ4E,2002,Hailies Song
5sqshKkY5Tg,2003,Various Artists - Best of 2003 Songs | FULL AUDIO
3YxaaGgTQYM,2003,Evanescence - Bring Me To Life (Official HD Music Video) ft. Paul McCoy
kXYiU_JCYtU,2003,Numb (Official Music Video) [4K UPGRADE] – Linkin Park
14PgWitIbSk,2003,Akon - Locked Up (Official Music Video) ft. Styles P
zsCD5XCu6CM,2003,Somewhere I Belong (Official Music Video) [4K UPGRADE] – Linkin Park
fe4EK4HSPkI,2003,MGMT - Kids (Official HD Video)
S9bCLPwzSC0,2004,Eminem - Mockingbird [Official Music Video]
c-3vPxKdj6o,2004,Kelly Clarkson - Breakaway (Official Video)
6EEW-9NDM5k,2004,Akon - Lonely (Official Music Video)
k4V3Mo61fJM,2005,Coldplay - Fix You (Official Video)
zlq0CUtkOSI,2006,Killing Me Softly With His Song (2006 Remaster)
du_01sqzsck,2006,Its Hard Out Here for a Pimp Wins Best Original Song | 78th Oscars (2006)
YVLHaqeJzEk,2006,Lloyd - You (Official Music Video) ft. Lil Wayne
4pBo-GL9SRg,2006,Nelly Furtado - All Good Things (Come To An End) (US Version) (Official Music Video)
lWA2pjMjpBs,2006,Rihanna - Diamonds
k8mtXwtapX4,2006,Glen Hansard, Marketa Irglova - Falling Slowly (Official Video)
astISOttCQ0,2006,Gummibär - The Gummy Bear Song - Long English Version (Official Video)
cpV6H6y5n8E,2006,Bicycle Song (2006 Remaster)
aGPSfDm2fEU,2007,Bojack Horseman  Generic 2007 Pop Song
eNII9PDlFJ0,2007,Chris Brown - Kiss Kiss (Feat. T-Pain) (Official HD Video) ft. T-Pain
UqON44CLaQM,2007,Enrique Iglesias - Do You Know? (The Ping Pong Song)
rSOzN0eihsE,2008,Akon - Beautiful (Official Music Video) ft. Colby ODonis, Kardinal Offishall
RIZdjT1472Y,2008,The Killers - Human (Official Music Video)
p-Z3YrHJ1sU,2009,Edward Maya & Vika Jigulina - Stereo Love (Official Music Video)
NUVCQXMUVnI,2009,David Guetta Feat. Kid Cudi - Memories (Official Video)
EPo5wWmKEaI,2009,Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer
_thVKX_7Kj8,2010,2010s Hip Hop & RnB Vibes 2010s & beyond
BhUw7xBKr3E,2010,Top Hits 2010–2020 | Best Songs of the Decade | 4K (NO ADS) #topsongs #popmusic
0kXdYDeOc4U,2010,2010s roadtrip mix ~nostalgia playlist
froah-rDYg0,2010,Nostalgic Mix 2010-11 | Best Hip Hop Rap R&B Songs | DJDCMIXTAPES
woi3StBp0zA,2011,Carly Rae Jepsen - Call Me Maybe (Lyrics)
oiMZa8flyYY,2011,OK Go and The Muppets - Muppet Show Theme Song
YCVMuevcCvY,2011,Your Favorite Martian - Zombie Love Song [Official Music Video]
